0 37 3.0 0.99 0.99 0.99 22.43
0 37 5.0 0.99 0.99 0.99 22.021
0 37 7.0 0.98 0.98 0.98 22.713
0 37 9.0 0.98 0.98 0.98 23.372
0 37 11.0 0.98 0.98 0.98 24.875
0 37 13.0 0.98 0.98 0.98 23.002
0 41 3.0 0.99 0.99 0.99 19.382
0 41 5.0 0.99 0.99 0.99 22.224
0 41 7.0 0.98 0.98 0.98 23.404
0 41 9.0 0.98 0.98 0.98 24.179
0 41 11.0 0.98 0.98 0.98 24.308
0 41 13.0 0.98 0.98 0.98 24.705
0 53 3.0 0.99 0.99 0.99 25.903
0 53 5.0 0.99 0.99 0.99 25.897
0 53 7.0 0.98 0.98 0.98 27.636
0 53 9.0 0.98 0.98 0.98 27.246
0 53 11.0 0.98 0.98 0.98 28.871
0 53 13.0 0.98 0.98 0.98 29.028
0 67 3.0 0.99 0.99 0.99 28.993
0 67 5.0 0.99 0.98 0.99 30.12
0 67 7.0 0.98 0.98 0.98 32.576
0 67 9.0 0.98 0.98 0.98 33.644
0 67 11.0 0.98 0.98 0.98 32.472
0 67 13.0 0.98 0.98 0.98 32.56
0 154 3.0 0.99 0.99 0.99 48.884
0 154 5.0 0.98 0.98 0.98 54.149
0 154 7.0 0.98 0.98 0.98 53.916
0 154 9.0 0.98 0.98 0.98 53.97
0 154 11.0 0.98 0.98 0.98 54.047
0 154 13.0 0.98 0.97 0.97 58.804
100 37 3.0 0.95 0.95 0.95 13.549
100 37 5.0 0.94 0.94 0.94 13.857
100 37 7.0 0.94 0.94 0.94 14.07
100 37 9.0 0.94 0.94 0.94 14.472
100 37 11.0 0.94 0.93 0.93 14.302
100 37 13.0 0.93 0.93 0.93 14.346
100 41 3.0 0.95 0.94 0.94 14.167
100 41 5.0 0.94 0.94 0.94 14.39
100 41 7.0 0.94 0.94 0.94 14.538
100 41 9.0 0.94 0.94 0.94 14.384
100 41 11.0 0.94 0.93 0.93 14.818
100 41 13.0 0.93 0.93 0.93 14.89
100 53 3.0 0.95 0.95 0.95 13.747
100 53 5.0 0.94 0.94 0.94 13.623
100 53 7.0 0.94 0.94 0.94 13.926
100 53 9.0 0.94 0.94 0.94 14.441
100 53 11.0 0.94 0.93 0.93 14.454
100 53 13.0 0.93 0.93 0.93 14.413
100 67 3.0 0.95 0.95 0.95 13.735
100 67 5.0 0.94 0.94 0.94 14.035
100 67 7.0 0.94 0.94 0.94 14.239
100 67 9.0 0.94 0.94 0.94 14.456
100 67 11.0 0.94 0.93 0.93 14.802
100 67 13.0 0.93 0.93 0.93 14.95
100 154 3.0 0.95 0.95 0.95 15.642
100 154 5.0 0.94 0.94 0.94 16.585
100 154 7.0 0.94 0.94 0.94 16.911
100 154 9.0 0.94 0.94 0.94 16.785
100 154 11.0 0.94 0.93 0.94 17.583
100 154 13.0 0.93 0.93 0.93 17.285
200 37 3.0 0.96 0.96 0.96 22.891
200 37 5.0 0.96 0.96 0.96 23.337
200 37 7.0 0.95 0.95 0.95 23.477
200 37 9.0 0.95 0.95 0.95 23.919
200 37 11.0 0.95 0.95 0.95 23.783
200 37 13.0 0.95 0.94 0.94 23.916
200 41 3.0 0.96 0.96 0.96 23.187
200 41 5.0 0.96 0.95 0.95 23.707
200 41 7.0 0.95 0.95 0.95 24.239
200 41 9.0 0.95 0.95 0.95 24.37
200 41 11.0 0.95 0.95 0.95 24.514
200 41 13.0 0.95 0.95 0.95 24.5
200 53 3.0 0.96 0.96 0.96 24.039
200 53 5.0 0.96 0.96 0.96 24.361
200 53 7.0 0.95 0.95 0.95 24.807
200 53 9.0 0.95 0.95 0.95 25.266
200 53 11.0 0.95 0.95 0.95 25.315
200 53 13.0 0.95 0.95 0.95 25.079
200 67 3.0 0.96 0.96 0.96 26.143
200 67 5.0 0.95 0.95 0.95 26.565
200 67 7.0 0.95 0.95 0.95 26.954
200 67 9.0 0.95 0.95 0.95 27.114
200 67 11.0 0.95 0.95 0.95 27.287
200 67 13.0 0.95 0.94 0.95 27.509
200 154 3.0 0.96 0.96 0.96 28.664
200 154 5.0 0.96 0.95 0.96 28.67
200 154 7.0 0.95 0.95 0.95 28.852
200 154 9.0 0.95 0.95 0.95 29.498
200 154 11.0 0.95 0.95 0.95 29.424
200 154 13.0 0.95 0.95 0.95 29.753
300 37 3.0 0.96 0.96 0.96 38.353
300 37 5.0 0.96 0.96 0.96 39.314
300 37 7.0 0.96 0.96 0.96 38.938
300 37 9.0 0.96 0.95 0.96 39.517
300 37 11.0 0.95 0.95 0.95 39.868
300 37 13.0 0.95 0.95 0.95 39.484
300 41 3.0 0.96 0.96 0.96 37.661
300 41 5.0 0.96 0.96 0.96 37.829
300 41 7.0 0.96 0.96 0.96 38.202
300 41 9.0 0.96 0.95 0.95 38.235
300 41 11.0 0.95 0.95 0.95 38.292
300 41 13.0 0.95 0.95 0.95 38.637
300 53 3.0 0.96 0.96 0.96 39.07
300 53 5.0 0.96 0.96 0.96 39.533
300 53 7.0 0.96 0.96 0.96 39.859
300 53 9.0 0.96 0.96 0.96 40.484
300 53 11.0 0.96 0.95 0.95 41.117
300 53 13.0 0.95 0.95 0.95 40.939
300 67 3.0 0.97 0.96 0.96 41.178
300 67 5.0 0.96 0.96 0.96 42.011
300 67 7.0 0.96 0.96 0.96 42.272
300 67 9.0 0.96 0.96 0.96 42.196
300 67 11.0 0.95 0.95 0.95 43.155
300 67 13.0 0.95 0.95 0.95 42.749
300 154 3.0 0.96 0.96 0.96 45.091
300 154 5.0 0.96 0.96 0.96 45.982
300 154 7.0 0.96 0.96 0.96 46.402
300 154 9.0 0.96 0.96 0.96 46.317
300 154 11.0 0.95 0.95 0.95 47.041
